Grado,POBTOT_BC,PROM_HNV_BC
Primaria,5.409615916,1.404445948
Primaria,4.459234333,1.285204187
Secundaria,5.494011309,1.401180595
Primaria,5.054006034,1.30289662
Primaria,5.16093749,1.629558847
Primaria,5.174208939,1.446199256
Primaria,4.980581717,1.358001645
Primaria,3.155830429,1.662413019
Primaria,4.839541255,1.378101063
Primaria,4.915235406,1.433487494
Secundaria,5.895871163,1.347839081
Primaria,5.053284949,1.410953269
Primaria,5.009641354,1.334169206
Primaria,4.41873089,1.309909008
Secundaria,3.685258263,1.423875484
Primaria,2.463735744,0.941565915
Primaria,4.721053523,1.532029678
Primaria,3.208144321,1.662413019
Primaria,4.185929482,1.316885106
Primaria,2.555818145,1.593072026
Primaria,2.000112052,1.741333462
Primaria,2.89295941,1.238082304
Primaria,2.637393466,1.404445948
Primaria,3.456495985,1.443032374
Primaria trunca,2.412878417,1.468164723
Primaria trunca,2.234822631,1.593072026
Primaria,2.919184899,1.384735284
Primaria,3.344056723,1.138532969
Secundaria,1.501912842,1.520090993
Primaria,2.674916838,0.658096596
Primaria,3.561986224,1.181563055
Primaria,2.919184899,1.263661204
Primaria,2.299089791,1.017860419
Primaria,3.78819356,1.529054671
Primaria,2.968806696,1.546809412
Secundaria,5.255552611,1.401180595
Primaria,2.776802513,1.017860419
Primaria,3.731476034,1.736207437
Primaria,4.349346748,1.347839081
Primaria,3.383742604,1.337599649
Primaria,3.708795374,1.62122318
Primaria,4.903828616,1.404445948
Primaria,3.11852702,1.313401568
Primaria,2.555818145,0.941565915
Primaria,2.234822631,1.417429676
Primaria,2.597772995,1.230683332
Primaria,5.09751075,1.414195317
Primaria,4.895108744,1.564339223
Primaria,5.155057145,1.38804029
Secundaria,3.852460646,1.234387937
Primaria,2.865695503,1.38804029
Primaria,4.026351678,1.404445948
Primaria,3.03706367,1.267275796
Primaria,3.344056723,1.323825317
Primaria,4.972213436,1.401180595
Primaria,2.674916838,1.791597778
Primaria,5.041608436,1.474376475
Primaria,5.298242553,1.465048269
Primaria,4.216566731,1.378101063
Primaria,2.299089791,0.855550319
Primaria trunca,2.234822631,2.288251297
Primaria trunca,2.086754338,2.305711628
Primaria trunca,2.968806696,1.549746501
Primaria,2.597772995,1.57013356
Primaria,5.056163259,1.381422222
Primaria,2.837311238,1.976629097
Primaria,4.039927738,1.378101063
Primaria,4.322370847,1.501986959
Primaria,2.89295941,1.427087009
Primaria,3.287086635,1.590225343
Primaria,4.465710997,1.455656179
Primaria trunca,4.057561689,1.420656386
Secundaria,2.463735744,0.725577031
Primaria trunca,2.164451056,1.181563055
Primaria,2.710546369,1.43667653
Secundaria,2.919184899,0.991441664
Primaria,2.968806696,1.035180085
Primaria,2.776802513,1.341021411
Primaria,4.623590097,1.480560247
Primaria,4.026351678,1.260036842
Primaria,2.944445342,1.48978403
Primaria,2.463735744,1.394626303
Primaria,3.03706367,1.181563055
Primaria,5.218875009,1.458794032
Primaria,3.738856108,1.427087009
Secundaria,4.645764908,1.330730036
Secundaria,4.755116472,1.330730036
Primaria,4.81170916,1.520090993
Primaria,4.33870826,1.397907394
Primaria,2.000112052,0.927623138
Primaria,2.744457462,1.520090993
Primaria,3.571635424,1.48978403
Primaria trunca,1.790213214,0.973526213
Primaria,2.463735744,1.223243158
Primaria,2.086754338,1.689214902
Primaria,2.234822631,0.973526213
Primaria,2.358194492,1.181563055
Secundaria,2.358194492,1.181563055
Primaria trunca,2.358194492,2.01940016
Primaria,1.790213214,1.181563055
Primaria trunca,2.412878417,1.88709415
Primaria,1.659178241,0.725577031
Primaria,2.000112052,1.181563055
Primaria,2.358194492,1.30289662
Primaria,2.164451056,1.689214902
Primaria,2.919184899,1.615638269
Primaria,3.03706367,1.423875484
Primaria,4.850279789,1.384735284
Primaria,4.810565154,1.354622588
Primaria,4.33870826,1.274475901
Primaria,5.6965282,1.344434539
Primaria,5.411738578,1.43667653
Primaria,2.710546369,0.894491454
Primaria,2.299089791,0.725577031
Primaria,4.825249691,1.427087009
Secundaria,5.822088288,1.185406552
Primaria,5.466117742,1.38804029
Primaria trunca,2.511249635,1.662413019
Preparatoria,2.674916838,1.483641724
Primaria,5.297797689,1.364734593
Primaria,4.279373183,1.48978403
Secundaria,6.065971642,1.16996538
Primaria,5.6455329,1.351235081
Primaria,4.49089651,1.468164723
Primaria,2.674916838,1.2923091
Secundaria,2.358194492,1.520090993
Primaria,4.494986392,1.468164723
Secundaria,2.358194492,1.181563055
Primaria,4.853459553,1.285204187
Primaria,3.652430945,1.270880677
Primaria trunca,2.555818145,1.910004933
Primaria,3.316191066,1.281637601
Secundaria,5.877319741,1.106335081
Secundaria,5.239804204,1.085804493
Secundaria,4.899002027,1.146461296
Secundaria,6.424956063,1.158265447
Primaria,5.131450667,1.193060373
Primaria,2.710546369,1.181563055
Secundaria,4.734409598,1.073330462
Preparatoria,5.620875878,0.932287477
Primaria,3.467862138,1.584514428
Secundaria,2.234822631,0.725577031
Primaria trunca,1.659178241,1.520090993
Primaria,1.90231005,0.894491454
Primaria trunca,2.000112052,0
Primaria,5.481031899,1.309909008
Primaria,5.94842994,1.351235081
Primaria,5.458804676,1.309909008
Primaria,3.858532,1.394626303
Primaria,3.958583141,1.371434282
Secundaria,5.307057062,1.230683332
Primaria,2.968806696,1.215761286
Primaria,6.779572887,1.260036842
Primaria,3.015064485,1.337599649
Primaria,5.256036845,1.241766492
Secundaria,2.164451056,1.181563055
Secundaria,4.851341824,1.185406552
Primaria,5.783449262,1.334169206
Primaria,5.716462212,1.30289662
Primaria,1.501912842,0.725577031
Primaria trunca,2.000112052,0.725577031
Primaria,4.478444872,1.230683332
Primaria trunca,2.463735744,1.689214902
Primaria,4.662580146,1.288761336
Primaria,6.023463286,1.330730036
Secundaria,6.395183337,1.126550609
Secundaria,2.086754338,1.048020797
Primaria trunca,2.299089791,1.245440562
Secundaria,5.130830739,1.185406552
Primaria,2.086754338,1.181563055
Primaria trunca,2.234822631,0.610998431
Preparatoria,3.794930974,1.004718045
Secundaria,2.164451056,1.615638269
Primaria,2.358194492,1.561432948
Primaria,2.000112052,1.520090993
Primaria trunca,1.790213214,1.181563055
Secundaria,2.000112052,0.725577031
Primaria,4.441590315,1.391337282
Primaria,5.111873655,1.446199256
Primaria,3.571635424,1.662413019
Primaria,3.59973178,1.474376475
Preparatoria,2.412878417,1.114458515
Secundaria,2.674916838,1.468164723
Secundaria,2.164451056,1.965736267
Preparatoria,1.659178241,0.894491454
Secundaria,2.164451056,1.417429676
Primaria,1.90231005,1.361372298
Primaria,5.509252944,1.252758585
Primaria,1.501912842,1.791597778
Secundaria,2.744457462,1.110403056
Secundaria,3.521855035,1.030871661
Primaria,2.412878417,1.662413019
Secundaria,2.358194492,0.894491454
Secundaria,2.000112052,1.048020797
Secundaria,2.358194492,0.927623138
Secundaria,3.852460646,1.414195317
Primaria,4.213240936,1.249104573
Secundaria,2.299089791,1.443032374
Primaria,3.344056723,1.256402655
Secundaria,3.383742604,1.245440562
Preparatoria,1.306011992,2.121140638
Primaria,2.597772995,1.126550609
Primaria trunca,2.234822631,0.725577031
Primaria,2.776802513,0.918243567
Secundaria,3.240862021,1.281637601
Primaria,5.827224783,1.341021411
Primaria,4.989634372,1.295847534
Preparatoria,2.000112052,0.973526213
Primaria,3.272035984,1.643342
Preparatoria,2.463735744,0.504547531
Primaria,5.647045245,1.337599649
Primaria,3.781381765,1.204459184
Primaria,1.790213214,1.181563055
Primaria trunca,5.447131347,1.278061524
Secundaria,2.234822631,1.048020797
Preparatoria,1.790213214,0
Licenciatura o superior,2.776802513,0.865397052
Primaria trunca,2.299089791,0.973526213
Secundaria,2.837311238,1.417429676
Primaria,2.968806696,1.443032374
Primaria,4.484705217,1.368088572
Primaria,2.299089791,1.741333462
Primaria,2.234822631,1.181563055
Primaria,3.490008315,1.162176907
Preparatoria,1.790213214,1.520090993
Primaria,2.234822631,0.530433921
Secundaria,3.11852702,1.069145973
Primaria trunca,2.299089791,0.830596585
Secundaria,3.357555905,0.973526213
Primaria,4.245673486,1.106335081
Secundaria,2.234822631,0.725577031
Primaria trunca,2.000112052,1.520090993
Primaria,4.091335254,1.354622588
Primaria,1.501912842,1.948135303
Secundaria,4.567494432,1.138532969
Preparatoria,1.306011992,0.725577031
Preparatoria,1.306011992,0.725577031
Preparatoria,1.501912842,0.725577031
Secundaria,2.968806696,1.126550609
Secundaria,2.000112052,1.520090993
Primaria,3.256633169,1.212004555
Primaria,3.03706367,1.573021677
Primaria trunca,1.90231005,1.181563055
Preparatoria,4.003016971,1.004718045
Primaria trunca,1.659178241,1.791597778
Primaria,1.659178241,2.01940016
Secundaria,2.164451056,2.154185012
Secundaria,1.659178241,0.894491454
Primaria,4.530509508,1.449358826
Primaria,2.412878417,1.30289662
Preparatoria,1.659178241,0.416421864
Primaria trunca,2.000112052,0.973526213
Primaria trunca,2.358194492,0.927623138
Primaria,1.90231005,1.181563055
Primaria,2.674916838,1.094055211
Licenciatura o superior,4.261235032,0.995882196
Primaria,2.086754338,1.852026875
Secundaria,1.306011992,0.416421864
Primaria trunca,4.057561689,1.407703493
Primaria,2.637393466,1.064948093
Secundaria,2.597772995,1.181563055
Secundaria,3.224705245,1.126550609
Primaria trunca,1.90231005,1.791597778
Primaria,2.412878417,1.458794032
Preparatoria,2.463735744,0.484767919
Secundaria,3.079025749,1.223243158
Primaria,2.597772995,1.662413019
Secundaria,1.659178241,0.973526213
Primaria trunca,2.086754338,1.30289662
Primaria,4.576368272,1.13455091
Primaria trunca,2.000112052,1.181563055
Primaria trunca,2.511249635,0.855550319
Preparatoria,2.944445342,1.00030762
Preparatoria,1.790213214,0.973526213
Secundaria,3.272035984,0.932287477
Primaria,2.944445342,1.584514428
Primaria,3.78819356,1.417429676
Secundaria,2.919184899,1.374771764
Primaria,3.617792274,1.130556816
Primaria,6.265504498,1.309909008
Primaria,2.299089791,1.234387937
Preparatoria,3.590504184,1.089936323
Primaria,2.992328459,1.130556816
Primaria,1.659178241,0.725577031
Primaria trunca,2.807714735,1.791597778
Secundaria,2.412878417,0.725577031
Primaria,3.708795374,1.334169206
Primaria,3.173729076,1.073330462
Secundaria,2.463735744,0.941565915
Primaria,4.242510447,1.278061524
Primaria,3.272035984,1.378101063
Primaria,2.164451056,1.394626303
Secundaria,3.316191066,1.200670413
Primaria,1.90231005,1.181563055
Primaria,2.000112052,1.689214902
Secundaria,1.659178241,1.181563055
Primaria,2.299089791,0.894491454
Secundaria,3.701047868,1.089936323
Secundaria,2.086754338,0.610998431
Preparatoria,3.532127347,1.193060373
Preparatoria,1.90231005,1.181563055
Preparatoria,1.90231005,1.615638269
Preparatoria,1.501912842,0.725577031
Secundaria,2.511249635,1.126550609
Secundaria,2.358194492,1.081659632
Secundaria,4.684707415,1.309909008
Primaria,2.000112052,1.520090993
Preparatoria,2.919184899,1.219507466
Secundaria,2.597772995,1.30289662
Preparatoria,3.988567419,0.835626484
Primaria,2.463735744,1.181563055
Primaria,2.463735744,1.181563055
Primaria trunca,2.555818145,1.57013356
Primaria trunca,2.992328459,0.416421864
Primaria,2.807714735,1.561432948
Preparatoria,2.944445342,0.865397052
Primaria,4.918048946,1.274475901
Secundaria,1.501912842,0.725577031
Primaria,2.837311238,1.035180085
Primaria trunca,2.164451056,1.852026875
Preparatoria,3.978737655,1.056511789
Primaria trunca,2.164451056,1.181563055
Primaria,3.958583141,1.181563055
Primaria,4.795466356,1.341021411
Secundaria,2.000112052,1.791597778
Primaria,1.047778307,2.390091572
Secundaria,2.992328459,1.154342408
Primaria,2.674916838,1.983125685
Primaria,1.501912842,2.390091572
Preparatoria,2.511249635,1.126550609
Preparatoria,3.456495985,0.908795244
Secundaria,3.079025749,0.855550319
Licenciatura o superior,3.370781036,1.085804493
Licenciatura o superior,2.511249635,0.530433921
Secundaria,2.000112052,1.048020797
Primaria trunca,1.659178241,1.662413019
Primaria,1.90231005,0.973526213
Primaria,1.659178241,1.662413019
Preparatoria,3.899420391,1.077501652
Secundaria,2.463735744,0.794820156
Secundaria,4.923631325,1.208237209
Primaria,5.438522092,1.38804029
Primaria,4.763931884,1.344434539
Primaria,2.968806696,1.327282089
Primaria,2.358194492,2.060949662
Primaria,4.168188718,1.208237209
Preparatoria,2.637393466,1.30289662
Primaria,2.865695503,1.256402655
Primaria,2.807714735,1.114458515
Primaria,2.164451056,0.830596585
Primaria trunca,2.164451056,1.520090993
Primaria trunca,2.412878417,1.520090993
Secundaria,1.790213214,0.973526213
Primaria,2.234822631,1.477471841
Primaria,3.137438665,1.62122318
Primaria,2.299089791,1.741333462
Primaria,2.234822631,1.443032374
Secundaria,2.164451056,1.458794032
Primaria trunca,1.659178241,1.520090993
Secundaria,4.053201868,1.391337282
Primaria,1.790213214,1.791597778
Secundaria,2.299089791,0.894491454
Primaria,2.164451056,1.520090993
Primaria,2.597772995,2.01940016
Preparatoria,2.597772995,1.048020797
Primaria,2.463735744,1.615638269
Secundaria,2.744457462,0.973526213
Secundaria,3.155830429,1.278061524
Primaria,2.463735744,0.799993071
Secundaria,2.511249635,1.578779943
Secundaria,2.086754338,0.973526213
Preparatoria,2.597772995,0.946180272
Secundaria,1.90231005,0.927623138
Secundaria,2.086754338,1.181563055
Primaria,1.90231005,1.520090993
Primaria,3.272035984,1.026548977
Secundaria,3.760483911,1.274475901
Primaria trunca,2.807714735,1.486716307
Primaria,2.412878417,1.064948093
Secundaria,2.299089791,1.593072026
Secundaria,2.412878417,1.443032374
Secundaria,2.299089791,1.468164723
Secundaria,4.558476318,1.162176907
Secundaria,3.357555905,1.126550609
Secundaria,2.674916838,1.048020797
Secundaria,2.992328459,1.181563055
Secundaria,1.90231005,0.894491454
Preparatoria,2.299089791,0.725577031
Secundaria,2.710546369,1.13455091
Primaria,3.344056723,1.256402655
Primaria,2.358194492,1.443032374
Primaria,3.643948456,1.126550609
Primaria,2.511249635,1.234387937
Primaria,4.478444872,1.320359673
Primaria trunca,2.637393466,1.030871661
Secundaria,2.358194492,0.894491454
Secundaria,2.511249635,1.081659632
Primaria,4.503077682,1.320359673
Primaria,2.463735744,1.181563055
Primaria,2.511249635,1.662413019
Secundaria,2.000112052,1.181563055
Secundaria,2.807714735,1.138532969
Secundaria,2.511249635,0.855550319
Primaria trunca,1.90231005,1.30289662
Preparatoria,1.790213214,1.520090993
Preparatoria,2.992328459,0.875168676
Primaria,4.484705217,1.193060373
Primaria trunca,2.412878417,1.181563055
Secundaria,2.299089791,1.520090993
Preparatoria,2.164451056,1.361372298
Primaria,3.55218816,1.354622588
Secundaria,2.597772995,1.230683332
Primaria trunca,3.015064485,1.520090993
Secundaria,2.807714735,1.081659632
Secundaria,2.358194492,1.30289662
Secundaria,2.358194492,1.274475901
Preparatoria,2.637393466,1.150407716
Preparatoria,2.000112052,0.830596585
Primaria,3.272035984,1.200670413
Primaria,4.021756928,1.495899021
Primaria trunca,1.306011992,0.725577031
Secundaria,2.086754338,1.458794032
Preparatoria,2.358194492,1.361372298
Primaria,1.90231005,1.361372298
Primaria,2.000112052,0.973526213
Primaria,2.234822631,1.791597778
Primaria,2.807714735,1.662413019
Primaria trunca,4.93371433,1.361372298
Primaria trunca,2.944445342,1.486716307
Primaria trunca,2.744457462,1.57013356
Primaria trunca,4.861847106,1.252758585
Secundaria,1.790213214,1.615638269
Primaria trunca,2.164451056,1.181563055
Primaria,3.608826604,1.520090993
Primaria,1.659178241,0.725577031
Primaria,2.164451056,1.443032374
Primaria,2.358194492,1.520090993
Primaria,1.659178241,1.181563055
Primaria,2.086754338,1.081659632
Secundaria,2.89295941,1.341021411
Primaria,2.358194492,1.102254504
Primaria,2.299089791,1.181563055
Primaria trunca,1.90231005,1.791597778
Primaria trunca,1.90231005,2.01940016
Primaria trunca,2.234822631,1.728483342
Primaria,4.807118394,1.204459184
Secundaria,2.299089791,1.520090993
Secundaria,3.224705245,0.894491454
Secundaria,1.790213214,0.725577031
Primaria,1.90231005,1.662413019
Secundaria,1.659178241,1.791597778
Secundaria,3.137438665,0.973526213
Secundaria,1.90231005,1.048020797
Preparatoria,1.790213214,0.290570478
Primaria,2.744457462,1.138532969
Licenciatura o superior,1.790213214,0.894491454
Primaria,4.044385355,1.106335081
Secundaria,3.511414706,1.022211931
Primaria trunca,1.659178241,0.973526213
Secundaria,2.807714735,0.835626484
Secundaria,1.659178241,0.725577031
Secundaria,4.911460495,1.162176907
Primaria,1.306011992,0
Primaria,2.234822631,1.081659632
Secundaria,4.372583437,1.204459184
Primaria trunca,4.41404611,1.278061524
Primaria,2.234822631,0.416421864
Primaria,3.256633169,1.430291
Primaria,2.086754338,1.181563055
Preparatoria,2.000112052,0.855550319
Primaria,3.467862138,1.267275796
Primaria,4.838455398,1.219507466
Primaria,5.121440207,1.344434539
Primaria,3.421142295,1.546809412
Primaria,2.299089791,1.30289662
Secundaria,2.234822631,1.181563055
Primaria,2.511249635,0.973526213
Primaria,4.558476318,1.313401568
Preparatoria,2.000112052,0.973526213
Primaria,3.511414706,1.5080481
Primaria,1.501912842,0.725577031
Secundaria,1.90231005,1.181563055
Primaria,2.597772995,1.181563055
Primaria,2.637393466,1.361372298
Secundaria,3.03706367,1.126550609
Secundaria,1.659178241,0
Secundaria,2.412878417,1.520090993
Preparatoria,3.635349926,1.126550609
Secundaria,1.790213214,1.181563055
Secundaria,2.555818145,1.030871661
Secundaria,2.992328459,1.252758585
Primaria,2.358194492,1.520090993
Primaria,1.501912842,1.181563055
Primaria,4.245673486,1.098161242
Primaria,2.807714735,1.219507466
Secundaria,3.079025749,1.288761336
Primaria,3.058370539,1.43667653
Secundaria,2.710546369,0.875168676
Secundaria,2.637393466,1.181563055
Preparatoria,2.865695503,1.320359673
Primaria,1.659178241,1.417429676
Preparatoria,4.070452766,1.094055211
Preparatoria,1.90231005,1.30289662
Primaria,2.674916838,1.13455091
Primaria,2.164451056,2.496247957
Primaria,5.037904726,1.2923091
Primaria,2.412878417,1.337599649
Secundaria,1.501912842,0.725577031
Primaria,4.375107857,1.320359673
Primaria,4.377621147,1.341021411
Secundaria,3.456495985,1.181563055
Primaria,1.90231005,1.417429676
Primaria,4.294065158,1.361372298
Primaria trunca,2.597772995,1.094055211
Preparatoria,2.358194492,0.725577031
Secundaria,2.164451056,1.274475901
Primaria trunca,3.11852702,1.274475901
Primaria trunca,3.968744658,1.465048269
Secundaria,1.659178241,1.520090993
Primaria trunca,2.164451056,2.087336467
